category,headline,short_description,date,headline_finbert_sentiment,headline_finbert_score,desc_finbert_sentiment,desc_finbert_score,headline_finbert_numerical,desc_finbert_numerical,avg_finbert_sentiment
WORLD NEWS,bp plans to exit stake in russian oil giant over ukraine invasion,"If BP walks away from the holdings completely it could write down up to $25 billion, it said.",2022-02-28,neutral,0.8914394974708557,negative,0.8925578594207764,0,-1,-0.5
WORLD NEWS,"russia hits ukraine fuel suplies, airfields in new attacks","Russian forces blew up a gas pipeline in Kharkiv and an oil depot near the Zhuliany airport, according to the office of Ukrainian President Zelenskyy.",2022-02-27,negative,0.8883060216903687,negative,0.8821619153022766,-1,-1,-1.0
WORLD NEWS,"european union shuts airspace to russian airlines, will buy ukraine arms","The European Union is closing its airspace to Russian airlines, and spending hundreds of millions of dollars to supply weapons to Ukraine.",2022-02-27,neutral,0.915515661239624,negative,0.5811502933502197,0,-1,-0.5
POLITICS,new york to lift statewide school mask mandate in days,"Gov. Kathy Hochul announced that the requirement will be rescinded on March 2 for kids 2 years and older, citing reduced COVID-19 cases and CDC guidance.",2022-02-27,positive,0.4457128047943115,negative,0.8598653078079224,1,-1,0.0
U.S. NEWS,screen actors guild awards to offer oscars preview,"The 28th Screen Actors Guild Awards will kick off with a “Hamilton” reunion, feature a lifetime achievement award for Helen Mirren and, maybe, supply a preview of the upcoming Academy Awards.",2022-02-27,neutral,0.9161412715911865,neutral,0.918404757976532,0,0,0.0
WORLD NEWS,north korea fires suspected missile into sea,South Korea’s military says North Korea has fired a suspected missile into the sea off of its eastern coast.,2022-02-27,negative,0.4939568340778351,negative,0.8377912044525146,-1,-1,-1.0
POLITICS,'stand your ground' laws have skyrocketed since trayvon martin's killing,"Ten years after the 17-year-old was fatally shot by George Zimmerman, over 30 states now have some form of the law.",2022-02-26,negative,0.9090294241905212,neutral,0.917629599571228,-1,0,-0.5
WORLD NEWS,poland and sweden refuse to play russia in world cup playoffs,"""No more words, time to act!” wrote Polish soccer federation president Cezary Kulesza on Twitter.",2022-02-26,negative,0.8092743158340454,neutral,0.8155753016471863,-1,0,-0.5
WORLD NEWS,"aid groups, friendly countries scramble to help ukrainians under assault by russia","More than 150,000 Ukrainian refugees have now left their homeland, the United Nations said, and thousands have been displaced across the country.",2022-02-26,positive,0.4853793680667877,negative,0.945084810256958,1,-1,0.0
WORLD NEWS,"some 150,000 ukrainians flee largest european ground war since wwii","While some tried fleeing by car or train, others traveled miles by foot toward border crossings, hoping for safe refuge.",2022-02-26,negative,0.812143862247467,negative,0.5090980529785156,-1,-1,-1.0
U.S. NEWS,detroit zoo moves birds inside over avian flu outbreak in michigan,"Most of the birds, including the peacocks who normally roam freely, will be sequestered inside due to worries over a deadly strain of avian flu.",2022-02-26,negative,0.9129155278205872,negative,0.895338773727417,-1,-1,-1.0
POLITICS,republicans at cpac would rather talk about the southern border than ukraine,"Speakers didn't say much about the Russian attack, which was unfolding during the GOP conference.",2022-02-25,neutral,0.8924689888954163,neutral,0.7853322625160217,0,0,0.0
POLITICS,gop sen. jim inhofe to retire this year,"The staunch conservative and climate change denier is stepping down before his term is up, setting up a likely competitive GOP primary in Oklahoma.",2022-02-25,neutral,0.7836922407150269,neutral,0.6335227489471436,0,0,0.0
WORLD NEWS,un to scale up humanitarian operations in ukraine following russia's invasion,"The UN will allocate $20 million to “help with health care, shelter, food, and water and sanitation to the most vulnerable people affected by the conflict.”",2022-02-25,neutral,0.5349727272987366,positive,0.7669722437858582,0,1,0.5
WORLD NEWS,europe braces for refugees as russia attacks ukraine's capital,"With Russia's invasion of Ukraine in full swing, neighboring countries in Europe are preparing for an influx of people fleeing the destruction.",2022-02-25,negative,0.8674355149269104,negative,0.5780919194221497,-1,-1,-1.0
BUSINESS,another starbucks store votes to unionize,The store in Arizona joins two in New York as the only corporate Starbucks stores with a union.,2022-02-25,negative,0.8421507477760315,neutral,0.8703616857528687,-1,0,-0.5
U.S. NEWS,mlb 4 days from deadline to cancel games and shorten season,"Both sides agreed to meet again Friday, which will be the fifth straight day of bargaining and the 11th on core economics since the lockout started Dec. 2.",2022-02-25,negative,0.8003684282302856,negative,0.5895062685012817,-1,-1,-1.0
WORLD NEWS,ukraine attack leaves baltics wondering: are we next?,"To Estonians, Latvians and Lithuanians, Russia’s belligerence toward Ukraine has some worried that they could be the Kremlin's next target.",2022-02-24,negative,0.6462919116020203,negative,0.9467294216156006,-1,-1,-1.0
WORLD NEWS,queen elizabeth cancels engagements for 2nd time this week,"The queen previously canceled engagements on Tuesday, but she did have her weekly audience with Prime Minister Boris Johnson on Wednesday.",2022-02-24,negative,0.8877184987068176,negative,0.5666663646697998,-1,-1,-1.0
BUSINESS,russian military action in ukraine causes oil prices to soar,Asian and European stock markets plunged and oil prices surged to nearly $100 a barrel Thursday after Russia attacked Ukraine.,2022-02-24,negative,0.9425202012062073,negative,0.9391379356384277,-1,-1,-1.0
POLITICS,antony blinken says he believes russia will invade ukraine imminently,"“I can’t put a date or exact time on it, but everything is in place for Russia to move forward,"" the secretary of state said.",2022-02-24,neutral,0.6109257340431213,neutral,0.8574536442756653,0,0,0.0
TECH,cyberattacks accompany russian military assault on ukraine,"The websites of Ukraine's defense, foreign and interior ministries were unreachable or painfully slow to load Thursday after a wave of distributed-denial-of-service attacks.",2022-02-24,negative,0.8597567677497864,negative,0.950897753238678,-1,-1,-1.0
CRIME,2 louisiana deputies charged in shooting death of man in parked car,"The Jefferson Parish deputies were fired and arrested after killing Daniel Vallee, 34. The sheriff said lethal force ""was not justified.""",2022-02-23,negative,0.8189805150032043,negative,0.7886579632759094,-1,-1,-1.0
POLITICS,why texas progressive greg casar gives hope to the embattled left,"Casar's star is rising, but he will need to beat mainstream liberal Eddie Rodriguez to get to Congress.",2022-02-23,neutral,0.7414266467094421,positive,0.8298988938331604,0,1,0.5
POLITICS,kentucky elects first openly lgbtq state house member in special election,"Keturah Herron, an activist and former ACLU strategist, helped pass Kentucky’s “Breonna’s law,” which limited the use of no-knock warrants.",2022-02-23,neutral,0.7828867435455322,neutral,0.7830039858818054,0,0,0.0
WORLD NEWS,"biden, putin signal bigger confrontation ahead over ukraine","Putin has yet to unleash the force of the 150,000 troops massed on three sides of Ukraine.",2022-02-23,neutral,0.6604989767074585,neutral,0.777940034866333,0,0,0.0
POLITICS,"allen weisselberg, trump organization seek to toss tax fraud case",Lawyers for the Trump Organization's CFO are arguing that New York prosecutors targeted Weisselberg as punishment because he wouldn’t flip on the former president.,2022-02-23,neutral,0.8056998252868652,negative,0.8777360916137695,0,-1,-0.5
CRIME,man identified in portland mass shooting railed against blm protesters: report,"Ben Smith, 43, was a ""fly off the handle kind of guy,"" his roommate told OregonLive.",2022-02-22,negative,0.7646545767784119,neutral,0.7596653699874878,-1,0,-0.5
U.S. NEWS,raw sewage spill shuts down beaches in southern california,"Authorities say a stretch of Southern California beach is closed to swimmers and surfers after up to 50,000 gallons of raw sewage spilled into nearby waters.",2022-02-22,negative,0.9487325549125671,negative,0.9316402673721313,-1,-1,-1.0
WORLD NEWS,colombia's highest court legalizes abortion up to 24 weeks,"An estimated 400,000 women get clandestine abortions in the country each year.",2022-02-22,neutral,0.9191858768463135,negative,0.6086562871932983,0,-1,-0.5
POLITICS,u.s. relocates ukraine embassy staff to poland amid russian threat,"“Our personnel will regularly return to continue their diplomatic work in Ukraine and provide emergency consular services,"" Secretary of State Antony Blinken said.",2022-02-22,negative,0.9069998860359192,positive,0.6957113146781921,-1,1,0.0
WORLD NEWS,germany takes steps to halt nord stream 2 gas pipeline from russia,Chancellor Olaf Scholz said the German government was taking the measure in response to Moscow's actions in Ukraine.,2022-02-22,negative,0.8414997458457947,neutral,0.4939804971218109,-1,0,-0.5
U.S. NEWS,3 cops' trial in floyd killing heads to closing arguments,The federal trial of three former Minneapolis police officers charged with violating George Floyd's civil rights is headed to closing arguments.,2022-02-22,neutral,0.5873295068740845,neutral,0.6507396697998047,0,0,0.0
POLITICS,western officials pledge to support ukraine as russia says it should be dismembered,"Faced with a Russian attempt to redraw borders in Europe, the U.S. is preparing sanctions and European allies are signaling solidarity with the government in Kiev.",2022-02-21,positive,0.5483811497688293,positive,0.6792560815811157,1,1,1.0
U.S. NEWS,michigan basketball coach strikes wisconsin assistant in dust-up after tough loss,"Wolverines coach Juwan Howard, who was upset about Wisconsin's final-seconds timeout, said he thought it was ""time to protect myself.""",2022-02-21,neutral,0.7062567472457886,negative,0.6110213398933411,0,-1,-0.5
POLITICS,white house won’t say if russian movements into donbas will trigger massive sanctions,"A senior administration official said that since Russia had already been in that region since 2014, that ""by itself would not be a new step.""",2022-02-21,neutral,0.7602265477180481,neutral,0.7951687574386597,0,0,0.0
U.S. NEWS,closing arguments begin in hate crimes trial of men who killed ahmaud arbery,A jury in Georgia is hearing arguments from prosecutors and defense attorneys on whether the 2020 killing of Ahmaud Arbery was a federal hate crime.,2022-02-21,neutral,0.6521755456924438,negative,0.526501476764679,0,-1,-0.5
WORLD NEWS,putin mulls recognizing separatist eastern ukrainian regions,The regions have requested independence and military aid. Ukrainian authorities deny launching an offensive against the regions and accuse Russia of provocation.,2022-02-21,negative,0.4497462213039398,negative,0.719570517539978,-1,-1,-1.0
WORLD NEWS,russia extends troop drills near ukraine as violence spikes,"Russia held nuclear drills Saturday as well as conventional exercises in Belarus, which borders Ukraine to the north. The drills follow two days of sustained shelling.",2022-02-20,negative,0.797887921333313,neutral,0.7953915596008301,-1,0,-0.5
U.S. NEWS,"police helicopter crash kills 1 officer, injures another at california beach",The deadly crash came just hours after a separate helicopter crash along a packed beach in Miami.,2022-02-20,negative,0.9249514937400818,negative,0.7743478417396545,-1,-1,-1.0
WORLD NEWS,winter olympics closing ceremony caps a weird and messy games,The show burst with color and enthusiasm -- unlike much of the competition in Beijing.,2022-02-20,negative,0.8193996548652649,positive,0.716675341129303,-1,1,0.0
POLITICS,queen elizabeth tests positive for covid-19,"The 95-year-old British monarch has cold-like symptoms and ""will continue to receive medical attention,"" Buckingham Palace said.",2022-02-20,neutral,0.8358771204948425,negative,0.7110059261322021,0,-1,-0.5
WORLD NEWS,ukrainian president calls for meeting with putin amid increasing violence,Ukraine is facing a sharp uptick in violence in and around territory held by Russia-backed rebels.,2022-02-19,positive,0.45112547278404236,negative,0.9616186022758484,1,-1,0.0
WORLD NEWS,vladimir putin oversees missile tests amid rising tensions over ukraine,Ballistic and cruise missiles struck sea and land-based targets as part of the strategic nuclear exercises.,2022-02-19,negative,0.8508202433586121,neutral,0.7462453246116638,-1,0,-0.5
WORLD NEWS,12 people still missing after greek ferry catches fires,Euroferry Olympia caught fire in the Ionian Sea and burned into a second day as firefighters battled the blaze.,2022-02-19,negative,0.855624794960022,negative,0.7087563276290894,-1,-1,-1.0
POLITICS,court to weigh in on trump policy forcing asylum-seekers to wait in mexico,The Supreme Court is giving the Biden administration a quick hearing on its effort to scrap a Trump-era border policy that makes asylum-seekers wait in Mexico for hearings in U.S. immigration court.,2022-02-18,negative,0.9365725517272949,negative,0.4624839425086975,-1,-1,-1.0
U.S. NEWS,19 austin police officers reportedly indicted over racial injustice protests,"The officers face charges of aggravated assault with a deadly weapon for their actions during the protests after the killing of George Floyd, sources said.",2022-02-18,negative,0.9211891293525696,negative,0.8423926830291748,-1,-1,-1.0
POLITICS,biden signs stopgap spending bill averting government shutdown,Both parties hope the short-term measure will be the last one needed as negotiators craft compromise bills financing agencies through Sept. 30.,2022-02-18,neutral,0.5024799108505249,neutral,0.7192424535751343,0,0,0.0
U.S. NEWS,u.s. paves way for resumption of mexico avocado exports,"Peru, Colombia and Chile already ship avocados to the United States, but in quantities that are only a tiny fraction of Mexico’s production. That may change.",2022-02-18,positive,0.9247201681137085,neutral,0.8745701909065247,1,0,0.5
WORLD NEWS,"brazil mudslides kill at least 105, with dozens still missing","“We don’t yet know the full scale of this,"" the mayor of Petropolis said.",2022-02-17,negative,0.9563484787940979,neutral,0.5164492130279541,-1,0,-0.5
U.S. NEWS,national guard deploys for new emergency: teacher shortages,Dozens of National Guard Army and Air Force troops in New Mexico have been stepping in to fill a shortage of teachers due to the surge in omicron infections.,2022-02-17,negative,0.7833539247512817,negative,0.9595571756362915,-1,-1,-1.0
U.S. NEWS,florida house passes gop 15-week abortion ban,"Gov. Ron DeSantis, a Republican, has previously signaled his support for the proposal. The bill now moves to the Republican-controlled Senate.",2022-02-17,neutral,0.515374481678009,neutral,0.825701892375946,0,0,0.0
POLITICS,"elizabeth warren wants stock trading ban for state lawmakers, other elected officials, too","“Public officials should remove all conflicts of interest — whether you’re at the federal or the state level,” the Democratic senator said of the ethics proposals.",2022-02-17,neutral,0.5524360537528992,neutral,0.8741834163665771,0,0,0.0
POLITICS,russia expels u.s. deputy chief of mission in moscow,"The move comes amid heightened tensions between Russia and the U.S., fueled by fears that Moscow plans to invade Ukraine.",2022-02-17,negative,0.9060073494911194,negative,0.8363980054855347,-1,-1,-1.0
POLITICS,ex-nyt columnist nicholas kristof ineligible to run for governor,Kristof had appealed to justices after Oregon’s secretary of state declared he did not meet the qualifications to run for Oregon’s highest office.,2022-02-17,neutral,0.6073024272918701,negative,0.7339769601821899,0,-1,-0.5
POLITICS,house gop targets d.c. home rule amid statehood push,Republicans want to limit the District’s democratic governance as the city gets closer than ever to becoming the 51st state.,2022-02-16,neutral,0.6367302536964417,negative,0.5821220278739929,0,-1,-0.5
U.S. NEWS,san francisco recalls 3 members of city's school board,"The election was the first recall in San Francisco since 1983, since a failed attempt to remove then-Mayor Dianne Feinstein.",2022-02-16,neutral,0.8141376972198486,negative,0.7696481943130493,0,-1,-0.5
U.S. NEWS,'the pretzel' helps america to stunning 1-2 finish in olympic freeski slopestyle,Alex Hall won gold and Nick Goepper took silver as the U.S. dominated the course.,2022-02-16,positive,0.9073104858398438,neutral,0.8733617067337036,1,0,0.5
MEDIA,jury rejects sarah palin's defamation claim against the new york times,The former Alaska governor is expected to appeal.,2022-02-15,negative,0.6974138617515564,neutral,0.5815610289573669,-1,0,-0.5
POLITICS,"alexandria ocasio-cortez calls congress’ inner workings a ‘shit show,’ but hopes for change","""If people think that, the future is baked in and nothing is possible and that we’re doomed,"" the Democratic congresswoman told The New Yorker.",2022-02-15,negative,0.5413942337036133,negative,0.6092385649681091,-1,-1,-1.0
MEDIA,meteorologist surprised with 'incredible' proposal during northern lights segment,Mary Lee was shocked when her partner dropped to one knee during his Valentine's Day visit.,2022-02-15,neutral,0.7884699702262878,negative,0.8041549324989319,0,-1,-0.5
POLITICS,"biden keeps up pressure on putin to pull back russian troops, end ukraine crisis",Russian President Vladimir Putin has suggested there may be a diplomatic solution to the predicament he created.,2022-02-15,negative,0.5566840767860413,positive,0.8339947462081909,-1,1,0.0
WORLD NEWS,"u.s. asks honduras to arrest, extradite ex-president hernández over drug trafficking case","It was a long-awaited fall for a leader reviled in his home country, who enjoyed support from the Trump administration.",2022-02-15,negative,0.6615661382675171,negative,0.905808687210083,-1,-1,-1.0
U.S. NEWS,biden: nfl should exercise ‘generic decency’ when it comes to hiring,Biden's interview with Lester Holt aired during NBC’s Super Bowl LVI Pregame Show.,2022-02-14,neutral,0.8981878161430359,neutral,0.9158661961555481,0,0,0.0
POLITICS,"nyc fires more than 1,000 workers over vaccine mandate","The 1,430 workers who lost their jobs represent less than 1% of the 370,000-person city workforce.",2022-02-14,negative,0.9638382196426392,negative,0.959394633769989,-1,-1,-1.0
WORLD NEWS,"snowboarders say judging an issue at olympic big air, too","Olympic judging at snowboarding events on slopestyle, in the halfpipe and now at big air has come under fire from the boarders themselves.",2022-02-14,negative,0.5480781197547913,negative,0.9469397664070129,-1,-1,-1.0
U.S. NEWS,"bold fan storms the field, gets tackled by security during super bowl 2022",A bold fan decided to run onto the field during the Super Bowl LVI matchup between the Los Angeles Rams and the Cincinnati Bengals.,2022-02-14,neutral,0.5645875334739685,neutral,0.8435739278793335,0,0,0.0
POLITICS,rudy giuliani reportedly in talks to testify before jan. 6 committee,This could be big.,2022-02-13,neutral,0.890453577041626,neutral,0.8820754289627075,0,0,0.0
WORLD NEWS,police arrest protesters that remained at u.s.-canada bridge,Windsor police said about 12 people were peacefully arrested and seven vehicles were towed just after dawn near the Ambassador Bridge.,2022-02-13,negative,0.894201397895813,negative,0.7969610691070557,-1,-1,-1.0
POLITICS,'our jaws hit the floor' over trump's recklessness with classified info: ex-aide,"Trump was so ""mind-numbingly incompetent"" that he waved documents around for everyone to see, an incredulous former Homeland Security official revealed.",2022-02-12,neutral,0.6736395955085754,negative,0.8551366329193115,0,-1,-0.5
POLITICS,officer placed on leave after viral video shows him choking black purdue student,"The Indiana State Police are investigating the campus officer's use of force, and the university president promised a ""swift and thorough"" inquiry.",2022-02-12,negative,0.885506272315979,neutral,0.5176854729652405,-1,0,-0.5
WORLD NEWS,canada border blockade clearing peacefully after police move in,Protests inspired by the Canadian demonstrations were seen in parts of Europe on Saturday.,2022-02-12,negative,0.8167349696159363,negative,0.6915349364280701,-1,-1,-1.0
POLITICS,"gop pundits, naturally, are championing the canadian trucker protest",Tucker Carlson's online store is even selling shirts in support of the protest.,2022-02-11,neutral,0.8064115047454834,negative,0.5958665609359741,0,-1,-0.5
POLITICS,sen. alex padilla calls out gop colleagues for racist treatment of biden’s court picks,"“It’s not lost on me that nominees of color have been treated differently,” the California senator said in a testy Judiciary Committee hearing.",2022-02-10,negative,0.9273366928100586,negative,0.4264569580554962,-1,-1,-1.0
WORLD NEWS,"camilla, duchess of cornwall, responds to queen consort title for the first time",Queen Elizabeth previously announced that the duchess would be known as queen consort when Prince Charles takes the throne.,2022-02-10,neutral,0.875531017780304,neutral,0.9438949823379517,0,0,0.0
U.S. NEWS,mysterious 'legal consultation' delays medal ceremony for team figure skating,"The ceremony to award the Russian team gold, the U.S. silver and Japan bronze was pulled from its scheduled slot at the Winter Olympics in Beijing.",2022-02-09,negative,0.7738125920295715,negative,0.8787544965744019,-1,-1,-1.0
WORLD NEWS,"canada, finland mask up to play russian team decimated by covid",Multiple Russian women's hockey players have tested positive for the coronavirus at the 2022 Winter Olympics in Beijing.,2022-02-09,neutral,0.5887988209724426,neutral,0.6867518424987793,0,0,0.0
U.S. NEWS,"simone biles, lindsey vonn rally for mikaela shiffrin: ‘keep your head high’",Olympians shared sweet messages of support for the U.S. alpine skier following her second disqualification in a row at Beijing 2022.,2022-02-09,neutral,0.8933383822441101,positive,0.837306022644043,0,1,0.5
POLITICS,biden administration slaps down ‘crack pipe’ funding after right-wing misinformation spree,A misunderstanding of harm reduction programs coupled with a Republican-led misinformation campaign led to a viral storm.,2022-02-09,negative,0.9237874150276184,negative,0.9439867734909058,-1,-1,-1.0
POLITICS,ohio mayor says ice fishing leads to prostitution,"Hudson Mayor Craig Shubert cited ""data points.""",2022-02-09,neutral,0.8037078976631165,neutral,0.7543181777000427,0,0,0.0
U.S. NEWS,nathan chen shatters world record in breathtaking performance on the ice,The 22-year-old put himself in prime position to win his long-sought gold medal at the Beijing Winter Olympics.,2022-02-08,positive,0.5373644232749939,positive,0.8253484964370728,1,1,1.0
U.S. NEWS,u.s.-born skier eileen gu wins olympic gold for china,The 18-year-old freestyle skiing prodigy cranked out the first 1620 of her career to win the Olympic debut of women’s freeski big air in Beijing.,2022-02-08,neutral,0.808312714099884,positive,0.8141859173774719,0,1,0.5
POLITICS,new jersey lifting school mask mandate in march,Democratic Gov. Phil Murphy cited declining cases and rising vaccination rates in his decision.,2022-02-07,negative,0.49950191378593445,negative,0.8722394704818726,-1,-1,-1.0
POLITICS,white house looks at ways to reverse decline in union membership,President Joe Biden has accepted task force recommendations to promote collective bargaining through executive action.,2022-02-07,positive,0.52338707447052,neutral,0.537792980670929,1,0,0.5
WORLD NEWS,gun salutes mark queen elizabeth ii’s platinum jubilee year,"The monarch doesn’t celebrate the anniversary of the date she became queen, known as Ascension Day, as it is also the anniversary of her father’s death.",2022-02-07,neutral,0.798359215259552,neutral,0.8799862265586853,0,0,0.0
POLITICS,un ambassador: china had uyghur athlete be olympic torchbearer to distract from genocide,"The real issue is that ""Uyghurs are being tortured, and Uyghurs are the victims of human rights violations by the Chinese,"" Linda Thomas-Greenfield said.",2022-02-07,neutral,0.9103198051452637,negative,0.8094347715377808,0,-1,-0.5
POLITICS,ted cruz throws in with anti-vaccine ottawa trucker mob as city declares emergency,"""They're defending Canada, America and standing up for freedom,"" Cruz crowed as Canadians complained protesting truckers were assaulting and harassing them.",2022-02-07,negative,0.5772607922554016,negative,0.8934371471405029,-1,-1,-1.0
U.S. NEWS,"women’s prison dubbed 'rape club' fostered culture of abuse, probe finds","Inmates inside the federal correctional institution in Dublin, California, have alleged sexual abuse by correctional officers and threats or punishment for speaking up.",2022-02-07,neutral,0.6248905658721924,negative,0.8319866061210632,0,-1,-0.5
U.S. NEWS,amir locke shooting highlights ongoing mistrust of minneapolis police,Minneapolis police's killing of a 22-year-old Black man left people angry at a department widely criticized for its initial portrayal of George Floyd’s death.,2022-02-06,negative,0.9275213479995728,negative,0.9537956714630127,-1,-1,-1.0
WORLD NEWS,russia at 70% of ukraine military buildup for possible invasion: american officials,"Russian President Vladimir Putin may be planning an invasion in coming weeks, officials believe, although the size and scale are unclear.",2022-02-06,neutral,0.8992647528648376,neutral,0.7980880737304688,0,0,0.0
POLITICS,canadian anti-vax trucker 'siege' hit with multimillion-dollar lawsuit,"Residents complain of constant air horn blasts, harassment, assault by truckers opposed to COVID-19 vaccines. ""This is a siege,"" said Ottawa's police chief.",2022-02-06,negative,0.9200611710548401,negative,0.9392019510269165,-1,-1,-1.0
POLITICS,gov. ron desantis going after gofundme for dumping anti-vaccine ottawa truckers,"Donald Trump Jr., Rep. Jim Jordan and Elon Musk love the truckers being sued by Ottawa residents for blasting air horns 16 hours a day.",2022-02-06,negative,0.9223403334617615,negative,0.8360534906387329,-1,-1,-1.0
U.S. NEWS,minneapolis mayor issues moratorium on no-knock entries after police killing of amir locke,"The parents of Locke, a 22-year-old Black man, say he was “executed” after he was startled from a deep sleep and reached for a legal firearm for protection.",2022-02-05,negative,0.8254019021987915,negative,0.6697603464126587,-1,-1,-1.0
U.S. NEWS,shaun white confirms beijing 2022 is his last ever contest,"“In my mind, I’ve decided this will be my last competition,"" the 35-year-old U.S. snowboarder said of his fifth and final Winter Olympics.",2022-02-05,neutral,0.8205586671829224,neutral,0.7611597776412964,0,0,0.0
POLITICS,biden isn’t the first president to consider diversity when picking a scotus nominee,"What constitutes diversity has changed over time, but presidents always looked to balance the Supreme Court to reflect the broader nation.",2022-02-05,neutral,0.8931288123130798,neutral,0.9147806167602539,0,0,0.0
U.S. NEWS,"shooting at virginia hookah bar leaves 1 dead, 4 injured: police",Cops responded to reports of gunfire at the Melody Hookah Lounge in Blacksburg just before midnight.,2022-02-05,negative,0.9067649841308594,negative,0.7727647423744202,-1,-1,-1.0
WORLD NEWS,team usa & team russia skaters narrowly avoid a collision at olympics warmups,Talk about a chilly reception.,2022-02-04,negative,0.7983043789863586,neutral,0.6429753303527832,-1,0,-0.5
CRIME,"2 of ahmaud arbery’s killers withdraw guilty pleas, will face federal hate crime trial",Travis and Gregory McMichael saw their plea deals tossed by a federal judge earlier this week after Arbery’s family objected.,2022-02-04,negative,0.6576458215713501,negative,0.7576048970222473,-1,-1,-1.0
U.S. NEWS,tucker carlson launches ugly attack on meghan markle and prince harry,The Fox News personality slammed the royal couple's criticism of COVID misinformation on Spotify amid the Joe Rogan controversy.,2022-02-03,negative,0.8257047533988953,negative,0.8258464336395264,-1,-1,-1.0
TRAVEL,how to salvage your vacation if it rains most of the time,Travel experts share their advice for finding the bright side of gloomy vacation weather.,2022-02-03,neutral,0.8743044137954712,neutral,0.917427659034729,0,0,0.0
POLITICS,conservative pundit warns just how unhinged a second donald trump presidency could be,"Charlie Sykes explained why “we may look back” on Donald Trump’s first term “with a certain sense of nostalgia.""",2022-02-03,negative,0.8909333348274231,neutral,0.7024996876716614,-1,0,-0.5
POLITICS,biden aims to reduce cancer deaths by 50% over next 25 years,President Joe Biden set a new goal for the “moonshot” initiative against cancer that was announced in 2016 when he was vice president.,2022-02-02,positive,0.804329514503479,neutral,0.8103439211845398,1,0,0.5
POLITICS,gop rep slams sen. josh hawley as 'one of the worst human beings',"Adam Kinzinger of Illinois also called the Missouri senator a self-aggrandizing ""con artist.”",2022-02-02,negative,0.8957077860832214,negative,0.5959444046020508,-1,-1,-1.0
POLITICS,tucker carlson reportedly donated to marjorie taylor greene's reelection campaign,An FEC filing dated Sept. 15 shows the Greene for Congress PAC received a $250 donation from a “Tucker Carlson” who lists Fox News as their employer.,2022-02-02,neutral,0.8550953269004822,neutral,0.8367624282836914,0,0,0.0
U.S. NEWS,native american tribes reach $590 million settlement over opioids,One study cited in the settlement found that Native Americans have had the highest per capita rate of opioid overdose of any population group in 2015.,2022-02-01,positive,0.45696693658828735,negative,0.8271007537841797,1,-1,0.0
POLITICS,"sen. ben ray luján suffers stroke, expected to make 'full recovery'",The New Mexico Democrat was hospitalized last week when he began to experience dizziness and fatigue.,2022-02-01,positive,0.6219306588172913,negative,0.9097789525985718,1,-1,0.0
POLITICS,liz cheney: trump’s latest jan. 6 comments show he ‘would do this all again’,"The Wyoming Republican spoke on ""NBC Nightly News"" about the former president's remarks this weekend, including his pledge to pardon insurrectionists.",2022-02-01,neutral,0.6724908351898193,neutral,0.7454293966293335,0,0,0.0
CRIME,federal judge rejects plea deal for man who killed ahmaud arbery after family outrage,"The judge said she would reject an agreement for another of the men if it were brought to her. Arbery's mother called the deals a ""betrayal.""",2022-01-31,negative,0.7521712779998779,negative,0.9027442336082458,-1,-1,-1.0
CRIME,bill cosby asks supreme court not to revive sexual assault case,"The 84-year-old actor and comedian has been free since June, when a Pennsylvania appeals court overturned his conviction and released him from prison after nearly three years.",2022-01-31,negative,0.6764660477638245,neutral,0.4960956871509552,-1,0,-0.5
WORLD NEWS,u.s. and russia square off at un security council,The U.S. is working to ramp up diplomatic and financial pressure on Russia over Ukraine.,2022-01-30,neutral,0.6334392428398132,positive,0.9077637791633606,0,1,0.5
WORLD NEWS,north korea tests longest-range missile since 2017,North Korea has fired what appeared to be the most powerful missile it has tested since President Joe Biden took office.,2022-01-30,neutral,0.6004152297973633,positive,0.7189282178878784,0,1,0.5
POLITICS,candace owens pitches a fit over minnie mouse wearing pants,"The character's temporary makeover threatens to destroy ""fabrics of our society,"" the right-wing media mouth said.",2022-01-29,negative,0.6968124508857727,negative,0.9337925910949707,-1,-1,-1.0
POLITICS,ex-gop rep. suggests dangerous 'wedge issue' between donald trump and ron desantis,Former Florida Republican David Jolly slammed the “pandemic of lunacy that is infecting” the GOP.,2022-01-29,negative,0.8097715973854065,negative,0.7910428643226624,-1,-1,-1.0
WORLD NEWS,funeral held in vietnam for renowned monk thich nhat hanh,The activist died at the age of 95 in central Vietnam.,2022-01-29,neutral,0.8811953663825989,neutral,0.5951684713363647,0,0,0.0
POLITICS,democratic candidate evokes slain journalist daughter as his ‘running mate’ in powerful ad,"Andy Parker hailed WDBJ journalist Alison Parker, who was killed on-air in 2015, as his inspiration ""to take a stand"" in the spot launching a run for Congress.",2022-01-28,neutral,0.4055054783821106,neutral,0.7209542393684387,0,0,0.0
POLITICS,a hard-right republican and a progressive debated. it went as well as you'd expect.,"Josh Mandel and Morgan Harper, running for Senate from opposite ends of the political spectrum, debated in Columbus. A moment for consensus it was not.",2022-01-28,positive,0.6183167099952698,neutral,0.8385980725288391,1,0,0.5
WORLD NEWS,prince andrew gives up membership of prestigious golf club,"The golf club announced the move Friday, two weeks after Andrew was stripped of his honorary military titles and roles with charitable organizations.",2022-01-28,neutral,0.8468034863471985,neutral,0.9025714993476868,0,0,0.0
